date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:40:12	21288/21288	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-5328%22	https://darkmoddervc.github.io/PS4JB/payloads/fanthreshold.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/fanthreshold.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:12	65135/65135	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-fe6f%22	https://darkmoddervc.github.io/PS4JB/payloads/ftp.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/ftp.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:13	28190/28190	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-6e1e%22	https://darkmoddervc.github.io/PS4JB/payloads/hen.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/hen.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:13	26446/26446	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-674e%22	https://darkmoddervc.github.io/PS4JB/payloads/kerneldumper.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/kerneldumper.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:13	55315/55315	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-d813%22	https://darkmoddervc.github.io/PS4JB/payloads/linuxloader.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/linuxloader.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	1100362/1100362	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-10ca4a%22	https://darkmoddervc.github.io/PS4JB/payloads/mirahen.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/mirahen.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	1055595/1055595	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-101b6b%22	https://darkmoddervc.github.io/PS4JB/payloads/miranohb.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/miranohb.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	1117914/1117914	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-110eda%22	https://darkmoddervc.github.io/PS4JB/payloads/miraunofficial.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/miraunofficial.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	170847/170847	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-29b5f%22	https://darkmoddervc.github.io/PS4JB/payloads/ps4debug.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/ps4debug.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	26192/26192	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-6650%22	https://darkmoddervc.github.io/PS4JB/payloads/restore.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/restore.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:14	7161/7161	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-1bf9%22	https://darkmoddervc.github.io/PS4JB/payloads/todex.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/todex.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:15	115843/115843	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-1c483%22	https://darkmoddervc.github.io/PS4JB/payloads/webrte.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads/webrte.js	(from https://darkmoddervc.github.io/PS4JB/index672.html)
20:40:15	3007/3007	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-bbf%22	https://darkmoddervc.github.io/PS4JB/utils.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/utils.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:15	9528/9528	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-2538%22	https://darkmoddervc.github.io/PS4JB/int64.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/int64.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:15	9523/9523	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-2533%22	https://darkmoddervc.github.io/PS4JB/rop.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/rop.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:16	1746443/1746443	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-1aa60b%22	https://darkmoddervc.github.io/PS4JB/payloads.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/payloads.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:16	120091/120091	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-1d51b%22	https://darkmoddervc.github.io/PS4JB/userland.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/userland.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:16	19100/19100	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-4a9c%22	https://darkmoddervc.github.io/PS4JB/ps4.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/ps4.js	(from https://darkmoddervc.github.io/PS4JB/index702.html)
20:40:16	225985/225985	---M--	200	added ('OK')	image/jpeg	etag:%226055f076-372c1%22	https://darkmoddervc.github.io/PS4JB/75XV2/ps4.jpg	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/ps4.jpg	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
20:40:16	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f99a0e5-247b%22	https://darkmoddervc.github.io/PS4JB/75XV2/GET	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/GET	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
20:40:17	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f1a48a3-247b%22	https://darkmoddervc.github.io/PS4JB/75XV2/jb.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/jb.js	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
20:40:17	2796/2796	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-aec%22	https://darkmoddervc.github.io/PS4JB/75XV2/webkit/utils.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/webkit/utils.js	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
20:40:17	6558/6558	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-199e%22	https://darkmoddervc.github.io/PS4JB/75XV2/webkit/int64.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/webkit/int64.js	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
20:40:17	17310/17310	---M-Z	200	added ('OK')	application/javascript	etag:W/%226055f076-439e%22	https://darkmoddervc.github.io/PS4JB/75XV2/webkit/ps4.js	C:/Mie%20pagine%20Web/ps4%20jailbreak%20dump/darkmoddervc.github.io/PS4JB/75XV2/webkit/ps4.js	(from https://darkmoddervc.github.io/PS4JB/75XV2/index.html)
